"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1075348404325109760","Wed Dec 19 23:59:59 +0000 2018","0","@Ferdinand_Haean @jokowi Mau di tarik tuh tol dan meikarta ... Jangan berharap terlalu banyak napa bang","1075541284901740544","","Ferdinand_Haean","in","","0","0","0","https://x.com/undefined/status/1075541284901740544","4565279540",
"1073899078877032448","Wed Dec 19 23:59:59 +0000 2018","0","@hariadhi @prabowo @sandiuno kok ngeri gini offence banget sama yg ga kerja kantoran makin illfeel atuh pak","1075541283978891264","","hariadhi","in","","0","0","0","https://x.com/undefined/status/1075541283978891264","14100079",
"1075403282330267650","Wed Dec 19 23:59:54 +0000 2018","0","@Fahrihamzah @jokowi Fahri sdh mulai blingsatan... santai brooo... Tweet anda jangan melulu tentang Jokowi... Anda sdh mulai linglung... hehehe","1075541265071038465","","Fahrihamzah","in","","0","1","0","https://x.com/undefined/status/1075541265071038465","465595419",
"1075541192761212928","Wed Dec 19 23:59:37 +0000 2018","0","Pak prabowo menang pilpres anggaran buat pembangunan LP penjara harus ditingkatkan","1075541192761212928","","","in","","0","0","0","https://x.com/undefined/status/1075541192761212928","1388575970",
"1075404897250504704","Wed Dec 19 23:59:29 +0000 2018","0","@Fahrihamzah @jokowi Fix kalau @prabowo jadi presiden pelaku penganiayaan tidak akan ditangkap. Yang ditangkap adalah wartawan yg tidak meliputnya ","1075541159714275328","","Fahrihamzah","in","","0","0","0","https://x.com/undefined/status/1075541159714275328","1071616645506854912",
"1075405556897046529","Wed Dec 19 23:59:28 +0000 2018","0","@DPalugada @Fahrihamzah @jokowi Masa sih??? https://t.co/xw2yU8fPB6","1075541154840567808","https://pbs.twimg.com/media/Du0W97sV4AAqhLU.jpg","DPalugada","in","","0","1","0","https://x.com/undefined/status/1075541154840567808","903196551077552128",
"1075406404884656129","Wed Dec 19 23:59:19 +0000 2018","0","@Fahrihamzah @jokowi Allah Swt akan azab n hinakan pelaku KETIDAKADILAN &amp; DISKRIMINASI ULAMA...Insyaallah pasti di balas ma Allah Swt","1075541117775470592","","Fahrihamzah","in","","0","0","0","https://x.com/undefined/status/1075541117775470592","809215593874231296",
"1075404897250504704","Wed Dec 19 23:59:17 +0000 2018","6","@Fahrihamzah @jokowi Ini ada orang salah.. Trus polisi bertindak sesuai prosedur.. Kau masih kait2in ama pak jokowi pulak.. Kau tau yg didakwakan itu apa sebenarnya?? PENGANIAYAAN!! Bukan gara2 ngehina presiden! Otak kau dimana? Di rumah makan padang??","1075541109395181569","","Fahrihamzah","in","","0","1","0","https://x.com/undefined/status/1075541109395181569","1020215364016209922",
"1075540808709726208","Wed Dec 19 23:59:16 +0000 2018","0","Justru yg perlu dikritisi ya jokowi digembar gemborkan rajin sholat puasa senin kamis anu itu pendukungnya jualan agama walaupun jokowi ga pakai sorban.","1075541102231314432","","meipri","in","","0","0","0","https://x.com/undefined/status/1075541102231314432","169355483",
"1075368294956163073","Wed Dec 19 23:59:15 +0000 2018","1","@Y_Radianto @kangdede78 @Dwiyana_DKM @BadjaNuswantara @WahhabiCC @DjanChoek @RizmaWidiono @P3nj3l4j4h @NurSyahbana9 @kangmeirza @enylove2 Pak. @fadlizon yg terhormat awal pemerintahan pak @jokowi anda bilang rezim planga plongo di akhir bilang tangan besi apa anda menunjukkan kalo kalo lembaga yg anda pimpin itu rezim plin plan?","1075541098267693057","","YRadianto","in","","0","0","0","https://x.com/undefined/status/1075541098267693057","923064924112273414",
"1075541056827973632","Wed Dec 19 23:59:05 +0000 2018","0","Menggalang dana utk kampanye itu lumrah.Blm ada sejarahnya sampai sevulgar yang dilakukan kubu Prabowo. Jurus Mengemis dan semua digunakan secara massive.lagi2 karena kubu Prabowo mengasumsikan bhwa pendukungnya adalah pendukung kurang cerdas sehingga hrs ditipu ( Sontoloyo).","1075541056827973632","","","in","","0","0","0","https://x.com/undefined/status/1075541056827973632","2655369602",
