"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2038514639177425010","Mon Mar 30 07:12:18 +0000 2026","0","Kita khawatir Indonesia masuk BoP akan bentrok antara TNI dan Hamas Namun Allah takdirkan israel jualah yang menembak mati duluan prajurit garuda @Prabowo tanggung jawablah atas kematian tentara kami juniormu ini","2038514639177425010","","","in","","0","0","0","https://x.com/undefined/status/2038514639177425010","1501048516361162752",
"2037833737677983826","Mon Mar 30 07:12:04 +0000 2026","0","@jshehuduehhs @Boediantar4 @prabowo Ok thanks infonya ","2038514581753229424","","jshehuduehhs","in","","0","0","0","https://x.com/undefined/status/2038514581753229424","1386663031979999238",
"2038405892434276589","Mon Mar 30 07:12:03 +0000 2026","0","@AntoniusCDN Berperang Bela Jokowi gak ada manfaatnya Mau Perang sm Siapa sih Mang Unfaedah.","2038514576199979466","","AntoniusCDN","in","","0","0","0","https://x.com/undefined/status/2038514576199979466","1678403678959484929",
"2038514575042294239","Mon Mar 30 07:12:03 +0000 2026","0","Innalillahi wa inna ilaihi rojiun Syahid syahid syahid @Puspen_TNI Piye ki bos @prabowo ?","2038514575042294239","","","in","","0","0","0","https://x.com/undefined/status/2038514575042294239","1684221916180271104",
"2038149881689416144","Mon Mar 30 07:11:59 +0000 2026","0","@raihanaulia_rar memilih jokowi 2019 adalah upaya menunda kehancuran dari prabowo di masa depan","2038514559896723747","","raihanaulia_rar","in","","0","0","0","https://x.com/undefined/status/2038514559896723747","1248509077316988928",
"2038436196573929492","Mon Mar 30 07:11:58 +0000 2026","0","@antonioguterres @UNIFIL_ Diam2 bae lu kntl @prabowo @gibran_tweet ????","2038514554171502672","","antonioguterres","in","","0","0","0","https://x.com/undefined/status/2038514554171502672","1744280418",
"2038455004206653793","Mon Mar 30 07:11:30 +0000 2026","0","@yaniarsim @BoardOfPeace Semoga pak Prabowo ga komen cuma 0.00001% spt yg keracunan MBG kemarin","2038514436269547918","","yaniarsim","in","","0","0","0","https://x.com/undefined/status/2038514436269547918","1779416627790204928",
"2038514405021986896","Mon Mar 30 07:11:22 +0000 2026","0","Tujuan lainnya adalah menguatkan ketahanan bangsa. Dua hal ini tdk bisa dipisah-pisahkan dlm setiap tahap kebijakan. Agenda Kebijakan Strategis https://t.co/MMJKM931fV","2038514405021986896","https://pbs.twimg.com/media/HEpCChfbUAA0o3G.jpg","","in","","0","0","0","https://x.com/undefined/status/2038514405021986896","1732911628512063488",
"2038514374596554817","Mon Mar 30 07:11:15 +0000 2026","0","Kemajuan masyarakat tidak hanya dinilai dari data statistik skala besar tetapi dari perasaan aman keadilan dan kesempatan yang setara yang dinikmati oleh penduduk. Agenda Kebijakan Strategis https://t.co/Csfz666flI","2038514374596554817","https://pbs.twimg.com/media/HEpCAfiaUAAM5Ie.jpg","","in","","0","0","0","https://x.com/undefined/status/2038514374596554817","1474286420931923969",
"2038514373946409450","Mon Mar 30 07:11:15 +0000 2026","0","Kualitas hidup yang membaik bagi semua golongan masyarakat adalah produk dari kebijakan yang didesain &amp; dijalankan secara gotong royong. Agenda Kebijakan Strategis https://t.co/65nqADDKwR","2038514373946409450","https://pbs.twimg.com/media/HEpB0WNb0AAx4ze.jpg","","in","","0","0","0","https://x.com/undefined/status/2038514373946409450","1541991805947760641",
"2038514367915077934","Mon Mar 30 07:11:13 +0000 2026","0","Kualitas hidup yg bertambah baik bagi semua golongan masyarakat adalah hasil dari kebijakan yang dirancang &amp; dilaksanakan secara gotong royong. Agenda Kebijakan Strategis https://t.co/a8fVU8mK09","2038514367915077934","https://pbs.twimg.com/media/HEpCAPxasAAyIow.jpg","","in","","0","0","0","https://x.com/undefined/status/2038514367915077934","2004066542737305600",
"2038498159635366193","Mon Mar 30 07:11:11 +0000 2026","0","@Hilmi28 Nah....gimana prabowo masih mau kirim pasukan ke Gaza?sdh tau Israel itu anjing Gila","2038514360281448449","","Hilmi28","in","","0","0","0","https://x.com/undefined/status/2038514360281448449","1461703455433654273",
"2038514328496963974","Mon Mar 30 07:11:04 +0000 2026","0","Tujuan lainnya merupakan meningkatkan ketahanan bangsa. Dua hal ini tidak bisa dipisahkan dlm setiap tahap kebijakan. Agenda Kebijakan Strategis https://t.co/lEn4mFpqjm","2038514328496963974","https://pbs.twimg.com/media/HEpB9W8a8AAjLjk.jpg","","in","","0","0","0","https://x.com/undefined/status/2038514328496963974","1476546492215164931",
"2038514326986960926","Mon Mar 30 07:11:03 +0000 2026","0","Kerja sama yang erat berarti menghilangkan sekat-sekat antar-sektor dan berjenjang yang selama ini sering menjadi kendala. Agenda Kebijakan Strategis https://t.co/x0438ZDumb","2038514326986960926","https://pbs.twimg.com/media/HEpBqL3acAA8FhQ.jpg","","in","","0","0","0","https://x.com/undefined/status/2038514326986960926","1710452317051564032",
