"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2040965067873952059","Tue Apr 07 07:00:37 +0000 2026","0","@potrzayed @felixsiauw Trump ngomongin tentang perdamaian ibarat Jokowi ngomongin tentang kejujuran dan Prabowo nuduh tentang orang lain antek Asing ?","2041410800741662817","","potrzayed","in","","0","0","0","https://x.com/undefined/status/2041410800741662817","1604692705472233472",
"2041016678763676111","Tue Apr 07 07:00:35 +0000 2026","0","@AnKiiim_ @prabowo Sesat bocah tengik","2041410794089582887","","AnKiiim_","in","","0","0","0","https://x.com/undefined/status/2041410794089582887","1122816889212682242",
"2040607392065536087","Tue Apr 07 07:00:17 +0000 2026","0","@Opposite6888 Masa lalu ada dibagian mereka sekarang berdoa membntu Prabowo Gibran terbaik.untuk bangsa","2041410719552586047","","Opposite6888","in","","0","0","0","https://x.com/undefined/status/2041410719552586047","1976258490965667840",
"2041410652762509743","Tue Apr 07 07:00:01 +0000 2026","0","Ketika Presiden Prabowo Dihajar Framing Sebelum Hasil Diplomasinya Terlihat https://t.co/f5fpuSp65v","2041410652762509743","","","in","","0","0","0","https://x.com/undefined/status/2041410652762509743","1953620240",
"2041410647423094986","Tue Apr 07 07:00:00 +0000 2026","0","Presiden Prabowo Subianto menginstruksikan jajaran menteri hingga PT Kereta Api Indonesia (Persero) untuk mengambil kembali lahan-lahan milik negara yang saat ini dikuasai pihak lain. Lahan tersebut rencananya akan dimanfaatkan untuk pembangunan rumah susun bagi masyarakat. https://t.co/EGXmopmE5m","2041410647423094986","https://pbs.twimg.com/amplify_video_thumb/2041360873277829120/img/5LxNmSKK487Qtp5y.jpg","","in","","0","0","0","https://x.com/undefined/status/2041410647423094986","231355136",
"2041410646869516360","Tue Apr 07 07:00:00 +0000 2026","0","Minta Pemerintahan Dijatuhkan Ongen: Saiful Mujani Makar terhadap Presiden Prabowo https://t.co/bd8HjguUtd","2041410646869516360","","","in","","0","0","0","https://x.com/undefined/status/2041410646869516360","853782937782714368",
"2041410622622253501","Tue Apr 07 06:59:54 +0000 2026","0","Nah kasihan Sore 26 Maret 2026 Presiden RI Prabowo Subianto datang blusukan mendadak sambil bagi2 uang Rp 2 juta ke warga permukiman liar di kawasan Senen tanpa dijelaskan ini uang apa. Terus malamnya warga permukiman liar tsb dapat surat besok 27 Maret 2026 sdh harus pinda https://t.co/9VKhZFRBlV","2041410622622253501","https://pbs.twimg.com/media/HFSMIrnbcAA4mbj.jpg","","in","","0","0","0","https://x.com/undefined/status/2041410622622253501","2389008146",
"2041410620705366027","Tue Apr 07 06:59:54 +0000 2026","0","Saiful Mujani Serukan Jatuhkan Presiden Prabowo Seskab Teddy Respons Singkat https://t.co/Iy4f049WN7 lewat @tribunnews","2041410620705366027","","","in","","0","0","0","https://x.com/undefined/status/2041410620705366027","142305302",
"2041410539750895676","Tue Apr 07 06:59:34 +0000 2026","0","Tahun ini buruh akan menagih janji yang disampaikan Presiden Prabowo tahun lalu untuk memperbaiki kesejahteraan pekerja. #Ekonomi #AdadiKompas https://t.co/2oYdcBNYi9","2041410539750895676","","","in","","0","0","0","https://x.com/undefined/status/2041410539750895676","155456716",
"2041059401960944009","Tue Apr 07 06:59:33 +0000 2026","0","@alnandxy @AnKiiim_ @prabowo Wuasuu","2041410532587217247","","alnandxy","in","","0","0","0","https://x.com/undefined/status/2041410532587217247","1101090936115716096",
"2040710369187168260","Tue Apr 07 06:59:32 +0000 2026","0","@Inie_UtyCute Prabowo linglung akut he he he he ..","2041410529319891170","","Inie_UtyCute","en","","0","0","0","https://x.com/undefined/status/2041410529319891170","1812313020443582464",
"2041370208083042411","Tue Apr 07 06:59:11 +0000 2026","0","@DokterTifa Wi @jokowi lo piara ternak yg cerdasan dikit ngapa???? #BuzzeRpDongok","2041410442921382125","","DokterTifa","in","","0","0","0","https://x.com/undefined/status/2041410442921382125","1559598987459858432",
"2041067797984559367","Tue Apr 07 06:59:05 +0000 2026","0","@abu_waras @pandji @prabowo Yang diomongkan apa yang dikerjakan apa tanpa arah dan tujuan. Kalau mau efisiensi hentikan MBG+ kopdes Merah Putih kurangi kementerian wakilnya dan kepala badan yang sebelumnya tidak ada / tidak diperlukan kurangi kunjungan keluar negeri.","2041410416174338320","","abu_waras","in","","0","0","0","https://x.com/undefined/status/2041410416174338320","1635046674870710273",
"2041370208083042411","Tue Apr 07 06:59:00 +0000 2026","0","@Didik81951800 @DokterTifa Mnurut hadits munafik cirinya 3: 1. Bicaranya dusta 2. Janjinya di ingkari 3. Di berikan amanah dia berkhianat. Kalo kita lihat rekam jejak para elit kita sepertinya jokowi termasuk tuh....","2041410394716250114","","Didik81951800","in","","0","0","0","https://x.com/undefined/status/2041410394716250114","1639272541918228483",
"2041016678763676111","Tue Apr 07 06:58:59 +0000 2026","0","@AnKiiim_ @prabowo Biar sakit hati karena kekalahan Cukup bikin berita Hoax dan barisannya bersorak seketika lupa sedih nya","2041410392946332026","","AnKiiim_","in","","0","0","0","https://x.com/undefined/status/2041410392946332026","2546039887",
"2041049480280293384","Tue Apr 07 06:58:47 +0000 2026","0","@BiLLRaY2019 Pemilu yg dimenangkan oleh org yg membenci koruptor memang hrs menanggung resiko penolakan krn tikus² laknat jahanam tdk lg hidup nyaman di rezimnya","2041410339800293851","","BiLLRaY2019","in","","0","0","0","https://x.com/undefined/status/2041410339800293851","171505851",
"2041161505475866778","Tue Apr 07 06:58:30 +0000 2026","0","@zhil_arf Kesalahan terbesar Sukarno itu musuhin PSInya bapaknya Prabowo. Bisa dibilang semua teknokrat jaman itu dan orang2 pintar pada disana pak Harto pinter karena mau rangkul mereka dan akhirnya yg kerja mereka pak Harto cuma terima jadi emang persis Pak Jokowi sih cara mainnya.","2041410270581727536","","zhil_arf","in","","0","0","0","https://x.com/undefined/status/2041410270581727536","3181280738",
"2041410235752206436","Tue Apr 07 06:58:22 +0000 2026","0","#HalloSahabatBawaslu Bawaslu Kab. Tegal terus melakukan upaya penguatan demokrasi pasca penyelenggaraan Pemilu 2024 melalui kegiatan diskusi konsolidasi demokrasi bersama masyarakat. Kegiatan ini dilaksanakan pada Kamis 2 April 2026 di Desa Lebaksiu Lor. #AyoAwasiBersama https://t.co/s51LsDh6vj","2041410235752206436","https://pbs.twimg.com/media/HFSLymUawAAmQIs.jpg","","in","","0","0","0","https://x.com/undefined/status/2041410235752206436","1104919685177344001",
"2041410234930122981","Tue Apr 07 06:58:22 +0000 2026","0","Mari kita bangun kedewasaan politik. Menghormati hasil pemilu adalah bagian dari etika bernegara. Seruan mundur yang prematur hanya akan menciptakan preseden buruk bagi kepemimpinan masa depan. #EtikaPolitik https://t.co/eXs4UJ15kF","2041410234930122981","","","in","","0","0","0","https://x.com/undefined/status/2041410234930122981","1445223128",
"2041410209160270092","Tue Apr 07 06:58:21 +0000 2026","0","7. Bahwa program MBG perlu dilanjutkan namun kesejahteraan GURU jangan diabaikan ... Krn sebelum berhasilan dlm menjalani kehidupan bermulanya dari peran sang Guru ... Tentu pendukung Pak Prabowo tetap menginginkan Beliau berbuat yg terbaik utk Rakyatnya ...","2041410231394246872","","marshelMARDINA1","in","","0","0","0","https://x.com/undefined/status/2041410231394246872","1611257704357703681",
"2041211924382429569","Tue Apr 07 06:57:59 +0000 2026","0","@Gabbar0099 Njir yang beginian di jilatin ama @prabowo ","2041410140612739099","","Gabbar0099","in","","0","0","0","https://x.com/undefined/status/2041410140612739099","14263389",
"2041409929320501352","Tue Apr 07 06:57:09 +0000 2026","2","Buruh Tagih Janji Prabowo Hapus Sistem Outsourcing https://t.co/ZOd7JYfJNi","2041409929320501352","","","in","","0","0","1","https://x.com/undefined/status/2041409929320501352","887743587579944960",
"2041100147183288737","Tue Apr 07 06:57:09 +0000 2026","0","@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @pancasila1708 @coldbrew165 Gak dapat proyek lagi dia Atau jangan2 biar dipanggil jadi komisaris","2041409928188096863","","Ndons_Back","in","","0","0","0","https://x.com/undefined/status/2041409928188096863","908591452548096000",
"2039184113383731465","Tue Apr 07 06:57:06 +0000 2026","0","@YokL97 @LaminoTea @ainunnajib @dinopattidjalal @BiLLYKHAERUDIN @realDonaldTrump @prabowo akun tua masih gini amat","2041409915244470526","","YokL97","in","","0","0","0","https://x.com/undefined/status/2041409915244470526","70050065",
"2041067170361188560","Tue Apr 07 06:57:00 +0000 2026","0","@tanyarlfes Disini masih pemilu kah???? Komennya kok pada 02 02. Sakit hati junjungannya kalah atau gimana??","2041409894042251468","","tanyarlfes","in","","0","0","0","https://x.com/undefined/status/2041409894042251468","1709584824967876608",
"2041152236768858206","Tue Apr 07 06:56:41 +0000 2026","0","@AnKiiim_ Duit rakyat itu woiii..... Bukan duit ente @prabowo....","2041409810802102448","","AnKiiim_","in","","0","0","0","https://x.com/undefined/status/2041409810802102448","3963566893",
"2041409793999749534","Tue Apr 07 06:56:37 +0000 2026","0","panjang umur semua guru dan pengajar di Indonesiaa semoga dosa kalian semua ditanggung prabowo amiiin","2041409793999749534","","","in","","0","0","0","https://x.com/undefined/status/2041409793999749534","1111559711445258241",
"2041366043537670301","Tue Apr 07 06:56:13 +0000 2026","0","@kumparan Mirip prabowo mencla mencle","2041409696960303217","","kumparan","in","","0","0","0","https://x.com/undefined/status/2041409696960303217","1668998297472868352",
"2041409651825344543","Tue Apr 07 06:56:03 +0000 2026","1","Prabowo Izinkan Kunjungan Anak Sekolah ke Istana Presiden #Prabowo #Izinkan #Kunjungan #Anak #Sekolah #Istana #Presiden #Berita #Info https://t.co/qcMY2SrMTE","2041409651825344543","","","in","","0","0","1","https://x.com/undefined/status/2041409651825344543","1846347734",
